"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","362,000",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","61",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","136,000",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","148",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","155",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","70",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","631,000",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","64",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","48,000",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","84",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","104",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","79",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","453,000",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","70",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHWEST","30","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","385,000",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHWEST","30","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","151",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHWEST","30","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","154",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHWEST","30","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","70",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHWEST","30","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","882,000",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHWEST","30","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","68",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","WEST CENTRAL","20","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","75,000",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","WEST CENTRAL","20","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","126",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","WEST CENTRAL","20","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","130",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","WEST CENTRAL","20","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","64",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","WEST CENTRAL","20","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","338,000",""
"SURVEY","1985","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","WEST CENTRAL","20","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","56",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","CENTRAL","50","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","46,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","CENTRAL","50","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","134",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","CENTRAL","50","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","149",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","CENTRAL","50","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","33",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","CENTRAL","50","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","544,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","CENTRAL","50","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","40",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","EAST CENTRAL","80","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","121,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","EAST CENTRAL","80","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","77",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","EAST CENTRAL","80","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","117",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","EAST CENTRAL","80","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","66",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","EAST CENTRAL","80","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","409,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","EAST CENTRAL","80","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","49",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTH CENTRAL","40","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","86,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTH CENTRAL","40","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","127",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTH CENTRAL","40","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","132",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTH CENTRAL","40","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","53",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTH CENTRAL","40","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","641,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTH CENTRAL","40","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","49",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHEAST","70","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","187,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHEAST","70","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","75",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHEAST","70","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","124",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHEAST","70","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","71",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHEAST","70","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","410,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHEAST","70","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","54",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","138,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","128",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","139",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","50",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","486,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","56",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","109,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","145",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","151",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","35",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","570,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","36,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","69",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","112",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","54",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","388,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHWEST","30","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","361,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHWEST","30","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","159",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHWEST","30","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","160",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHWEST","30","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","37",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHWEST","30","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","883,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHWEST","30","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","64",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","WEST CENTRAL","20","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","66,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","WEST CENTRAL","20","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","129",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","WEST CENTRAL","20","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","129",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","WEST CENTRAL","20","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","469,000",""
"SURVEY","1984","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","WEST CENTRAL","20","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","49",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","CENTRAL","50","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","55,000",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","CENTRAL","50","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","88",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","CENTRAL","50","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","115",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","CENTRAL","50","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","30",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","CENTRAL","50","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","421,000",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","CENTRAL","50","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","37",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","EAST CENTRAL","80","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","128,000",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","EAST CENTRAL","80","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","47",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","EAST CENTRAL","80","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","102",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","EAST CENTRAL","80","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","34",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","EAST CENTRAL","80","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","274,000",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","EAST CENTRAL","80","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","40",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTH CENTRAL","40","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","80,000",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTH CENTRAL","40","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","95",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTH CENTRAL","40","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","110",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTH CENTRAL","40","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","35",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTH CENTRAL","40","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","496,000",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTH CENTRAL","40","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","42",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHEAST","70","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","218,000",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHEAST","70","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","41",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHEAST","70","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","104",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHEAST","70","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","37",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHEAST","70","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","304,000",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHEAST","70","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","140,000",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","108",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","115",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","36",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","243,000",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","NORTHWEST","10","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","93,000",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","120",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","130",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","504,000",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTH CENTRAL","60","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","42,000",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","52",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","102",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39",""
"SURVEY","1983","YEAR","","AGRICULTURAL DISTRICT","KANSAS","20","SOUTHEAST","90","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","297,000",""
